


四川移动组播,#genre#
乐山新闻综合[1280*720][1280*720],http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
乐山新闻综合[1280*720][1280*720],http://channellive.leshantv.net/live/ch1.flv
乐山公共频道[1280*720][1280*720],http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
乐山公共频道[1280*720][1280*720],http://channellive.leshantv.net/live/ch2.flv
广安新闻综合[1920*1080][1920*1080],http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道[1024*576][1024*576],http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
遂宁新闻综合[1920*1080][1920*1080],http://play.sngdxsn.com/live/xwzh/playlist.m3u8
遂宁公共频道[1920*1080][1920*1080],http://play.sngdxsn.com/live/gggy/playlist.m3u8
雅安新闻综合[1280*720][1280*720],https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安新闻综合[1280*720][1280*720],http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
雅安新闻综合[1280*720][1280*720],http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
雅安公共频道[1280*720][1280*720],https://m3u8channel.wuxianyaan.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
雅安公共频道[1280*720][1280*720],http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
雅安公共频道[1280*720][1280*720],http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
广元综合频道[1280*720][1280*720],https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广元综合频道[1280*720][1280*720],http://tv.dzsm.com:8100/chan/ch1.flv
达州新闻综合[1280*720][1280*720],http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州公共频道[1280*720][1280*720],http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道[1280*720][1280*720],http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
凉山新闻综合[720*407][720*407],http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道[720*407][720*407],http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
宜宾公共频道[1920*1080][1920*1080],http://p2.weizan.cn/48393/333752817375588805/live.m3u8
自贡综合频道[853*480][853*480],https://sczghdl.tianma3600.com/sczg/zhpd.m3u8
自贡综合频道[853*480][853*480],http://110.189.153.160:1001/zhpd.flv
自贡公共频道[853*480][853*480],http://110.189.153.160:1002/ggpd.flv
德阳新闻综合[1280*720][1280*720],http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳公共频道[1280*720][1280*720],http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
攀枝花新闻综合[1280*720][1280*720],http://zb.pzhgd.com:9095/live/xwzh.m3u8
攀枝花公共频道[1280*720][1280*720],http://zb.pzhgd.com:9095/live/ggpd.m3u8
内江综合频道[1280*720][1280*720],http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
眉山综合频道[1920*1080][1920*1080],http://live1.scmstv.cn/gqpd/sd/live.m3u8
眉山公共频道[1920*1080][1920*1080],http://live2.scmstv.cn/ggpd/sd/live.m3u8
甘孜综合频道[1280*720][1280*720],http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
甘孜综合频道[1280*720][1280*720],http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
阿坝综合频道[1280*720][1280*720],http://ablive.abatv.com.cn:90/live/zhpd.m3u8
阿坝文艺频道[1280*720][1280*720],http://ablive.abatv.com.cn:90/live/wypd.m3u8
金堂电视台[1920*1080][1920*1080],https://p2.weizan.cn/2029575354/132309630725787078/live.m3u8
龙泉驿新闻综合[1280*720][1280*720],http://live.newslqy.com/live/xwpd.m3u8
彭州综合频道[1280*720][1280*720],http://livepgc.chinamcache.com/pgc/1252b2e7742044c90efcb59e92f19de2.m3u8?auth_key=1646132996-0-0-3091540ccfbc73698c9437843235d594
双流综合频道[640*480][640*480],http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
新都综合频道[1280*720][1280*720],http://live.sctvcloud.com/live/xindulive/playlist.m3u8
筠连综合频道[1920*1080][1920*1080],http://118.122.78.172:89/live1/live1.m3u8
隆昌新闻综合[1920*1080][1920*1080],http://live.sctvcloud.com/live/longchang/playlist.m3u8
威远新闻综合[1920*1080][1920*1080],http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8
大竹新闻综合[1920*1080][1920*1080],http://60.255.120.30:89/live1/live1.m3u8
开江新闻综合[640*360][640*360],http://lmt.kjzx.net:98/live1/live1.m3u8
渠县新闻综合[1280*720][1280*720],http://222.208.224.227:81/hls/cfp2p8m3.m3u8
万源新闻综合[1920*1080][1920*1080],http://live.wanyuannews.com/wytv/hd/live.m3u8
广汉新闻综合[1280*720][1280*720],http://live.sctvcloud.com/live/guanghan/playlist.m3u8
中江新闻综合[1280*720][1280*720],https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
蓬安新闻综合[1280*720][1280*720],http://palive.patv123.com:8091/live/xwpd_800K.m3u8
西充新闻综合[1920*1080][1920*1080],http://play.xichongtv.com/ZHPDTV/ZHPDTV.m3u8?auth_key=1625563881-0-0-1090f118d34efb219508d3f6913eebf0
营山电视台[1280*720][1280*720],http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
仁和综合频道[1280*720][1280*720],http://live.sctvcloud.com/live/rhlive/playlist.m3u8
黑水新闻综合[1920*1080][1920*1080],http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合[1920*1080][1920*1080],http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村频道[1024*576][1024*576],http://live.jinchuanrmt.com:90/live/jcxc.m3u8
茂县综合频道[1920*1080][1920*1080],http://pili-live-rtmp.scmxtv.com/scmxtv/mxtv.m3u8
松潘新闻综合[1920*1080][1920*1080],http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合[1920*1080][1920*1080],http://live.iwcmt.cn:90/live/zhxw.m3u8
小金综合频道[1920*1080][1920*1080],http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
九寨沟新闻综合[1280*720][1280*720],http://live.sctvcloud.com/live/jiuzhai.m3u8
马尔康综合频道[1920*1080][1920*1080],http://live.zmmek.com:90/live/zhxw.m3u8
荣县综合频道[1920*1080][1920*1080],http://play.rongxianwang.net/rxzh/0835.m3u8?auth_key=1625042660-0-0-36e32b9c341e085f53b382e1cdde7a02
朝天新闻综合[960*540][960*540],https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
苍溪综合频道[1280*720][1280*720],http://livecx.cxxrmt.com/csdst/zb01.m3u8?auth_key=1701503060-0-0-b13aa235851549cf2481e07fd101d2ac
剑阁新闻综合[960*540][960*540],https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
利州综合频道[1280*720][1280*720],http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
利州综合频道[1280*720][1280*720],http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
青川新闻综合[853*480][853*480],http://live.sctvcloud.com/live/qctv1/playlist.m3u8
旺苍新闻综合[960*540][960*540],https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
旺苍新闻综合[1920*1080][1920*1080],http://live.sctvcloud.com/live/wctv1/playlist.m3u8
昭化综合频道[960*540][960*540],http://live.sctvcloud.com/live/zhtv1/playlist.m3u8
丹棱新闻综合[1280*720][1280*720],http://live.sctvcloud.com/live/danlingrongmei/playlist.m3u8
洪雅新闻综合[1920*1080][1920*1080],http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
彭山综合频道[1920*1080][1920*1080],http://139.9.142.175:8011/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
彭山综合频道[1920*1080][1920*1080],http://139.9.142.175:8100/channellive/pstv.flv
青神综合频道[1920*1080][1920*1080],http://lmt.scqstv.com/live1/live1.m3u8
仁寿综合频道[1920*1080][1920*1080],http://play.scrstv.com/TV/xwzh.m3u8
乐至综合频道[1920*1080][1920*1080],http://175.155.106.72:89/live1/live1.m3u8
甘洛综合频道[1280*720][1280*720],http://live.sctvcloud.com/live/ganluo/playlist.m3u8
会东综合频道[1280*720][1280*720],http://112.45.133.129:90/live/xwzh.m3u8
会东综合频道[1280*720][1280*720],http://live.schdxww.com:90/live/xwzh.m3u8
会理新闻频道[352*288][352*288],http://live.sctvcloud.com/live/huili/playlist.m3u8
金阳综合频道[1280*720][1280*720],http://live.jyrmtzx.com:8080/live/jyxw.m3u8
雷波综合频道[1920*1080][1920*1080],http://lbzb.yd-data.com/live/0000.flv?auth_key=601589378470-0-0-67d1de5fa3aa9412566d7c9f807c91a0
冕宁新闻频道[720*576][720*576],http://live.sctvcloud.com/live/mianning/playlist.m3u8
宁南新闻综合[1280*720][1280*720],http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
普格综合频道[1920*1080][1920*1080],http://pull-hls.live.rmtyun.cn/media/NaW5e67696fa4161.m3u8?sign=b1fa59ff38637f7f892e348907182331&t=176030ab4d1
西昌综合频道[1920*1080][1920*1080],http://103.252.251.199:18085/hls/xichangweishi.m3u8
昭觉综合频道[1920*1080][1920*1080],http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
德格综合频道[1280*720][1280*720],http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
德格综合频道[1280*720][1280*720],http://tv.drs.ganzitv.com:8100/channellive/dege.flv
康定新闻综合[1280*720][1280*720],http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
康定新闻综合[1280*720][1280*720],http://tv.drs.ganzitv.com:8100/channellive/kangding.flv
石渠综合频道[720*576][720*576],http://tv.drs.ganzitv.com:8100/channellive/shiqu.flv
宝兴综合频道[1920*1080][1920*1080],http://m3u8channel-bx.wuxianyaan.com/cms/videos/nmip-media-bx/channellive/channel11/playlist.m3u8
宝兴综合频道[1920*1080][1920*1080],http://flv.drs.tv.yatv.tv:8080/channellive/baoxingxian.flv
芦山综合频道[640*480][640*480],http://m3u8.lschannel.yatv.tv/cms/videos/nmip-media-ls/channellive/channel1/playlist.m3u8
名山综合频道[1280*720][1280*720],http://m3u8.mschannel.yatv.tv/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
名山综合频道[1280*720][1280*720],http://flv.drs.tv.yatv.tv:8080/channellive/mingshan.flv
石棉综合频道[1280*720][1280*720],http://flv.drs.tv.yatv.tv:8080/channellive/shimian.flv
石棉综合频道[1280*720][1280*720],http://m3u8.smchannel.yatv.tv/cms/videos/nmip-media-sm/channellive/channel1/playlist.m3u8
荥经综合频道[1920*1080][1920*1080],http://m3u8.yjchannel.yatv.tv/cms/videos/nmip-media-yj/channellive/channel1/playlist.m3u8
荥经综合频道[1280*720][1280*720],http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
荥经综合频道[1920*1080][1920*1080],http://flv.drs.tv.yatv.tv:8080/channellive/yingjing.flv
平昌新闻综合[1920*1080][1920*1080],http://live.sctvcloud.com/live/pingchang/playlist.m3u8
夹江新闻综合[1920*1080][1920*1080],http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
马边电视台[1280*720][1280*720],http://tvfile.mb.lsrm.org.cn/nmip-media/channellive/channel104860/playlist.m3u8
沐川综合频道[1920*1080][1920*1080],http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
沐川综合频道[1920*1080][1920*1080],http://tvfile.mc.lsrm.org.cn/cms/videos/nmip-media-mc/channellive/channel4/playlist.m3u8
沙湾综合频道[1920*1080][1920*1080],http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
峨眉山综合频道[854*480][854*480],http://embl.emsyd.jrem.cn:80/tv/ems01.m3u8?auth_key=1624854902-0-0-4c5c643800f475f11a1978be6539ea6c
金口河综合频道[1920*1080][1920*1080],http://live.sctvcloud.com/live/jinkouhe/playlist.m3u8
泸县新闻综合[1920*1080][1920*1080],http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
纳溪新闻频道[768*480][768*480],https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
叙永综合频道[768*576][768*576],http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
大英新闻综合[1920*1080][1920*1080],http://devpgclive.cmc.dyrmt.com/live/dyrmt01.m3u8
蓬溪新闻综合[1280*720][1280*720],http://live.sctvcloud.com/live/pengxilive/playlist.m3u8
广安区新闻频道[853*480][853*480],http://live2.gatv.com.cn:86/live/GAQ.m3u8
华蓥综合频道[1280*720][1280*720],http://live2.gatv.com.cn:86/live/HY.m3u8
邻水新闻综合[1920*1080][1920*1080],http://live.sctvcloud.com/live/linshui/playlist.m3u8
前锋电视台[720*576][720*576],http://live2.gatv.com.cn:86/live/QF.m3u8
前锋电视台[1280*720][1280*720],http://live.sctvcloud.com/live/qianfeng/playlist.m3u8
武胜综合频道[1920*1080][1920*1080],http://live2.gatv.com.cn:86/live/WS.m3u8
武胜综合频道[1920*1080][1920*1080],http://wslive-show.wsxc.gov.cn/wstv/ch1.m3u8
岳池新闻综合[1920*1080][1920*1080],http://liveyc.cmc.yuechirmt.cn/live/yctv.m3u8
岳池新闻综合[1920*1080][1920*1080],http://liveyc.cmc.yuechirmt.cn/live/yctv.flv
安州新闻频道[1920*1080][1920*1080],http://live.sctvcloud.com/live/anzhoutv1/playlist.m3u8
北川电视一套[1280*720][1280*720],http://live.sctvcloud.com/live/bcgqlive/playlist.m3u8
江油新闻综合[720*404][720*404],http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
平武综合频道[1280*720][1280*720],http://live.sctvcloud.com/live/pwtv/playlist.m3u8
三台电视一套[1280*720][1280*720],http://125.65.94.91:12351/live
三台电视二套[1067*600][1067*600],http://125.65.94.91:12353/live
盐亭综合频道[1280*720][1280*720],http://live.sctvcloud.com/live/yttv/playlist.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
东兴综合,http://live.sctvcloud.com/live/dongxing/playlist.m3u8
东兴综合,rtmp://live.sctvcloud.com/live/dongxing
中江新闻综合,https://livepgc.chinamcache.com/pgc/76664ca1f91638580f94fc7543c810cb.m3u8?auth_key=1657178327-0-0-976848e8ac0eacf503b1e7666d92f4f8
丹棱新闻综合,http://live.sctvcloud.com/live/danlingrongmei/playlist.m3u8
乐山公共,http://channellive.leshantv.net/live/ch2.flv
乐山公共,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
乐山新闻综合,http://channellive.leshantv.net/live/ch1.flv
乐山新闻综合,http://m3u8.file.leshantv.net/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com/live1/live1.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai.m3u8
九寨沟新闻综合,http://live.sctvcloud.com/live/jiuzhai/playlist.m3u8
九寨沟新闻综合,rtmp://live.sctvcloud.com/live/jiuzhai
井研综合,http://tvfile.jy.lsrm.org.cn/cms/videos/nmip-media-jy/channellive/channel3/playlist.m3u8
仁和综合,http://live.sctvcloud.com/live/rhlive/playlist.m3u8
仁和综合,rtmp://live.sctvcloud.com/live/rhlive
仁寿综合,http://play.scrstv.com/TV/xwzh.m3u8
会理新闻,http://live.sctvcloud.com/live/huili/playlist.m3u8
内江公共,http://njzb.scnj.tv:90/live/gggy_gggy800.m3u8
内江科教,http://njzb.scnj.tv:90/live/kjpd_kjpd800.m3u8
内江综合,http://njzb.scnj.tv:90/live/xwzh_xwzh800.m3u8
冕宁新闻频道,http://live.sctvcloud.com/live/mianning/playlist.m3u8
凉山_会东综合,http://112.45.133.129:90/live/xwzh.m3u8
凉山_会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
凉山彝语频道,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel115044/playlist.m3u8
凉山彝语频道,rtmp://tv.drs.i0834.cn/channellive/ch2
凉山彝语频道,rtmp://tv.drs.yizu.tv/channellive/ch2
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山新闻综合,http://m3u8.channel.i0834.cn/nmpi-media/channellive/channel114103/playlist.m3u8
凉山新闻综合,rtmp://tv.drs.i0834.cn/channellive/ch1
凉山新闻综合,rtmp://tv.drs.yizu.tv/channellive/ch1
利州综合,http://tv.drs.lzgbdst.com:8100/channellive/lztv2.flv
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
前锋电视台,http://live2.gatv.com.cn:86/live/QF.m3u8
前锋电视台,rtmp://live.sctvcloud.com/live/qianfeng
剑阁新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel10/playlist.m3u8
剑阁新闻综合,rtmp://tv.dzsm.com/chan/xqjg
北川电视一套,http://live.sctvcloud.com/live/bcgqlive/playlist.m3u8
北川电视一套,rtmp://live.sctvcloud.com/live/bcgqlive
华蓥综合,http://live2.gatv.com.cn:86/live/HY.m3u8
南充公共,http://tv.drs.ncntv.com.cn:8100/channellive/ncggpd.flv
南充公共,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
南充公共,https://nczbpull.ncntv.com.cn/nctv/2005.m3u8
南充新闻,http://tv.drs.ncntv.com.cn:8100/channellive/nczhpd.flv
南充新闻,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel15/playlist.m3u8
南充新闻,https://nczbpull.ncntv.com.cn/nctv/2004.m3u8
南充科教,http://tv.drs.ncntv.com.cn:8100/channellive/nckjpd.flv
南充科教,https://file.ncntv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
南充科教,https://nczbpull.ncntv.com.cn/nctv/2006.m3u8
双流综合,http://171.221.250.130:18888/27e684978eb642eeb90ab815f6cc51bf/c41893de5e8645b3b43aef1640859b0d.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
叙永综合,rtmp://luzhi.xuyongrongmei.com:1935/live/xyxw
名山公共,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
名山综合,http://flv.drs.tv.yatv.tv:8080/channellive/mingshan.flv
名山综合,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
名山综合,http://m3u8.mschannel.yatv.tv/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
名山综合,http://m3u8channel-ms.wuxianyaan.com/cms/videos/nmip-media-ms/channellive/channel1/playlist.m3u8
四川SCTV-7,http://182.151.211.171:808/hls/55/index.m3u8
四川乡村,http://182.151.211.171:808/hls/57/index.m3u8
四川卫视,http://112.17.40.220/PLTV/88888888/224/3221231885/index.m3u8
四川影视,http://182.151.211.171:808/hls/53/index.m3u8
四川文旅,http://182.151.211.171:808/hls/51/index.m3u8
四川新闻,http://182.151.211.171:808/hls/52/index.m3u8
四川科教,http://182.151.211.171:808/hls/56/index.m3u8
四川科教,http://3017ugjo.live2.danghongyun.com/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
四川科教,http://3017ugjo.live2.danghongyun.com:80/live/hls/4dc0e927160647a2bd585cb5495810be/3c2126c925204cddb74a3534b97e2765-1.m3u8
四川经济,http://182.151.211.171:808/hls/50/index.m3u8
大竹新闻综合,http://60.255.120.30:89/live1/live1.m3u8
大竹阳光政务,http://60.255.120.30:89/live2/live2.m3u8
大英新闻综合,http://devpgclive.cmc.dyrmt.com/live/dyrmt01.m3u8
夹江新闻综合,http://tvfile.jjrm.org.cn/nmip-media/channellive/channel106282/playlist.m3u8
夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1
威远新闻综合,http://dxplay.scwy.cn/live/weiyuanzonghepingdao/index.m3u8
威远新闻综合,rtmp://dxplay.scwy.cn:1935/live/weiyuanzonghepingdao
宁南新闻综合,http://live.sctvcloud.com/live/ningnantv1/playlist.m3u8
宁南新闻综合,rtmp://live.sctvcloud.com/live/ningnantv1
安州新闻综合,http://live.sctvcloud.com/live/anzhoutv1.m3u8
安州新闻综合,http://live.sctvcloud.com/live/anzhoutv1/playlist.m3u8
安州新闻综合,rtmp://live.sctvcloud.com/live/anzhoutv1
安州新闻频道,http://live.sctvcloud.com/live/anzhoutv1/playlist.m3u8
宜宾公共,http://p2.weizan.cn/48393/333752817375588805/live.m3u8
宜宾新闻综合,http://p2.weizan.cn/48393/657730224997692923/live.m3u8
宝兴综合,http://flv.drs.tv.yatv.tv:8080/channellive/baoxingxian.flv
宝兴综合,http://m3u8channel-bx.wuxianyaan.com/cms/videos/nmip-media-bx/channellive/channel11/playlist.m3u8
宣汉新闻综合,https://livepgc.chinamcache.com/pgc/61c37851b08f3f0c0475ceb0c958ff54.m3u8?auth_key=1636720162-0-0-9b69908ac29f39b200b5c8e068723967
小金综合,http://xjlive.xjsc.gov.cn:8091/live/xwpd.m3u8
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn/live/yctv.flv
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn/live/yctv.m3u8
峨眉山综合,http://embl.emsyd.jrem.cn:80/tv/ems01.m3u8?auth_key=1624854902-0-0-4c5c643800f475f11a1978be6539ea6c
峨边电视台,http://tvfile.ebrm.lsrm.org.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
峨边电视台,rtmp://tv.ebrm.lsrm.org.cn/channellive/ch3
巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
巴州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/chunklist_w877242305.m3u8
平昌新闻综合,http://live.sctvcloud.com/live/pingchang/playlist.m3u8
平昌新闻综合,rtmp://live.sctvcloud.com/live/pingchang
平武综合,http://live.sctvcloud.com/live/pwtv/playlist.m3u8
平武综合,rtmp://live.sctvcloud.com/live/pwtv
广元公共,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
广元公共,rtmp://tv.dzsm.com/chan/ch2
广元综合,http://tv.dzsm.com:8100/chan/ch1.flv
广元综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
广元综合,rtmp://tv.dzsm.com/chan/ch1
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安新闻综合,http://live2.gatv.com.cn:86/live/GAQ.m3u8
广汉新闻综合,http://live.sctvcloud.com/live/guanghan/playlist.m3u8
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
康定新闻综合,http://tv.drs.ganzitv.com:8100/channellive/kangding.flv
开江新闻综合,http://lmt.kjzx.net:98/live1/live1.m3u8
彭山综合,http://139.9.142.175:8011/cms/videos/nmip-media/channellive/channel2/playlist.m3u8
彭山综合,http://139.9.142.175:8100/channellive/pstv.flv
彭山综合,rtmp://139.9.142.175:1935/channellive/pstv
德格综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel5/playlist.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
成都-1,http://stream.guihet.com/t/cdtv.php?id=1
成都-2,http://stream.guihet.com/t/cdtv.php?id=2
成都-3,http://stream.guihet.com/t/cdtv.php?id=3
成都公共,http://v2.91kds.cn/b9/sccdtv.m3u8?fmt=hls&id=sccdtv5hd&auth=rinimabi
成都大熊猫,https://gcbsc.v.live.baishancdnx.cn/gc/xiongmao03_1/index.m3u8
成都高新电视,http://live.cdht-tv.com:8190/live/cdht.m3u8
攀枝花文旅生活,http://zb.pzhgd.com:9095/live/ggpd.m3u8
攀枝花新闻综合,http://zb.pzhgd.com:9095/live/xwzh.m3u8
新都综合,rtmp://live.sctvcloud.com/live/xindulive
旌阳综合,http://live.sctvcloud.com/live/jingyang/playlist.m3u8
旺苍新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel9/playlist.m3u8
旺苍新闻综合,rtmp://live.sctvcloud.com/live/wctv1
旺苍新闻综合,rtmp://tv.dzsm.com/chan/xqwc
昭化综合,http://live.sctvcloud.com/live/zhtv1/playlist.m3u8
昭化综合,rtmp://live.sctvcloud.com/live/zhtv1
昭化综合,rtmp://tv.dzsm.com/chan/xqzh
昭觉综合,http://live.sctvcloud.com/live/zhaojue/playlist.m3u8
昭觉综合,rtmp://live.sctvcloud.com/live/zhaojue
普格综合,http://pull-hls.live.rmtyun.cn/media/NaW5e67696fa4161.m3u8?sign=b1fa59ff38637f7f892e348907182331&t=176030ab4d1
朝天新闻综合,https://m3u8.channel.dzsm.com/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
朝天新闻综合,rtmp://tv.dzsm.com/chan/xqct
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
梓潼新闻综合,rtmp://live.sctvcloud.com/live/zttv-1
武胜综合,http://live2.gatv.com.cn:86/live/WS.m3u8
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
江油新闻综合,http://live.sctvcloud.com/live/jiangyou/playlist.m3u8
江油新闻综合,rtmp://live.sctvcloud.com/live/jiangyou
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
沐川综合,http://tvfile.mc.lsrm.org.cn/cms/videos/nmip-media-mc/channellive/channel4/playlist.m3u8
沐川综合,http://tvfile.mcrm.org.cn/nmip-media/channellive/channel103064/playlist.m3u8
沐川综合,rtmp://tv.mc.lsrm.org.cn/chan/ch1
沐川综合,rtmp://tv.mcrm.org.cn:1935/channellive/tv01
沙湾综合,http://tvfile.sw.lsrm.org.cn/cms/videos/nmip-media-sw/channellive/channel1/playlist.m3u8
沙湾综合,http://tvfile.sw.lsrm.org.cn/nmip-media/channellive/channel100064/playlist.m3u8
沙湾综合,rtmp://tv.sw.lsrm.org.cn/chan/ch1
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
泸县新闻综合,rtmp://tv.lxxcb.cn:1935/channellive/lxtv1
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.m3u8
渠县新闻综合,http://222.208.224.227:81/hls/cfp2p8m3.m3u8
犍为新闻综合,http://tv.scwlqw.cn:3100/hls/kqcyufpi/index.m3u8
珙县综合,http://pili-live-hls-cqgx.tianma3600.com/cqgx/ggpd.m3u8
甘孜新闻综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
甘孜新闻综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
